ID,Category,EmotionType,RunID,ConList,ConID,ConLabel,BlockRep,TrialType,CB,ImageFile,FixISI
cat1,cat,NA,1,1,A,within SF?,1,Old,A,PracticeStim/cat1.jpg,4.855
dog1,dog,NA,1,1,A,within SF?,1,Old,A,PracticeStim/dog1.jpg,0.589
dog2,dog,NA,1,4,D,prof photog?,1,Old,A,PracticeStim/dog2.jpg,1.755
cat2,cat,NA,1,4,D,prof photog?,1,Old,A,PracticeStim/cat2.jpg,3.218
