ID,Category,EmotionType,RunID,ConList,ConID,ConLabel,BlockRep,TrialType,CB,ImageFile,FixISI
dog2,dog,NA,1,1,A,within SF?,1,Old,A,PracticeStim/dog2.jpg,4.855
cat1,cat,NA,1,1,A,within SF?,1,New,A,PracticeStim/cat1.jpg,0.589
catdog,catdog,NA,1,4,D,prof photog?,1,Old,A,PracticeStim/catdog.jpg,1.755
dog1,dog,NA,1,4,D,prof photog?,1,Old,A,PracticeStim/dog1.jpg,3.218
