subject,roi_file,contrast,activity,numvox
s06,wHipp_tail_L,NeuM,3.984,1
s07,wHipp_tail_L,ALL,-0.30883,34
s07,wHipp_tail_L,EmoR-SC,0.15533,34
s07,wHipp_tail_L,EmoR-SI,-0.37589,34
s07,wHipp_tail_L,EmoK,-0.93541,34
s07,wHipp_tail_L,EmoM,3.0466,34
s07,wHipp_tail_L,NeuR-SC,-1.6443,34
s07,wHipp_tail_L,NeuR-SI,0.13018,34
s07,wHipp_tail_L,NeuK,0.1575,34
s07,wHipp_tail_L,NeuM,-2.8314,34
s08,wHipp_tail_L,ALL,-0.25166,55
s08,wHipp_tail_L,EmoR-SC,-1.004,55
s08,wHipp_tail_L,EmoR-SI,0.18471,55
s08,wHipp_tail_L,EmoK,-1.7732,55
s08,wHipp_tail_L,EmoM,0.95388,55
s08,wHipp_tail_L,NeuR-SC,0.48065,55
s08,wHipp_tail_L,NeuR-SI,0.75118,55
s08,wHipp_tail_L,NeuK,-1.1117,55
s08,wHipp_tail_L,NeuM,-0.4949,55
s09,wHipp_tail_L,ALL,-1.4703,22
s09,wHipp_tail_L,EmoR-SC,-1.7885,22
s09,wHipp_tail_L,EmoR-SI,-3.1242,22
s09,wHipp_tail_L,EmoK,-0.21219,22
s09,wHipp_tail_L,EmoM,-2.6226,22
s09,wHipp_tail_L,NeuR-SC,-1.3644,22
s09,wHipp_tail_L,NeuR-SI,-2.4889,22
s09,wHipp_tail_L,NeuK,-0.87745,22
s09,wHipp_tail_L,NeuM,0.078546,22
s10,wHipp_tail_L,ALL,0.2473,14
s10,wHipp_tail_L,EmoR-SC,-0.14282,14
s10,wHipp_tail_L,EmoR-SI,2.2079,14
s10,wHipp_tail_L,EmoK,1.8911,14
s10,wHipp_tail_L,EmoM,7.1874,14
s10,wHipp_tail_L,NeuR-SC,-1.6073,14
s10,wHipp_tail_L,NeuR-SI,0.91317,14
s10,wHipp_tail_L,NeuK,-8.2634,14
s10,wHipp_tail_L,NeuM,-0.28399,14
s11,wHipp_tail_L,ALL,1.452,42
s11,wHipp_tail_L,EmoR-SC,3.4749,42
s11,wHipp_tail_L,EmoR-SI,0.94427,42
s11,wHipp_tail_L,EmoK,1.457,42
s11,wHipp_tail_L,EmoM,1.1368,42
s11,wHipp_tail_L,NeuR-SC,2.0227,42
s11,wHipp_tail_L,NeuR-SI,2.4349,42
s11,wHipp_tail_L,NeuK,0.34655,42
s11,wHipp_tail_L,NeuM,-0.53184,42
s13,wHipp_tail_L,ALL,NaN,0
s13,wHipp_tail_L,EmoR-SC,NaN,0
s13,wHipp_tail_L,EmoR-SI,NaN,0
s13,wHipp_tail_L,EmoK,NaN,0
s13,wHipp_tail_L,EmoM,NaN,0
s13,wHipp_tail_L,NeuR-SC,NaN,0
s13,wHipp_tail_L,NeuR-SI,NaN,0
s13,wHipp_tail_L,NeuK,NaN,0
s13,wHipp_tail_L,NeuM,NaN,0
s14,wHipp_tail_L,ALL,-0.61751,73
s14,wHipp_tail_L,EmoR-SC,-0.30998,73
s14,wHipp_tail_L,EmoR-SI,0.57023,73
s14,wHipp_tail_L,EmoK,0.70998,73
s14,wHipp_tail_L,EmoM,-4.7957,73
s14,wHipp_tail_L,NeuR-SC,0.8285,73
s14,wHipp_tail_L,NeuR-SI,-0.30705,73
s14,wHipp_tail_L,NeuK,-0.33274,73
s14,wHipp_tail_L,NeuM,-2.696,73
s16,wHipp_tail_L,ALL,3.6205,3
s16,wHipp_tail_L,EmoR-SC,7.2211,3
s16,wHipp_tail_L,EmoR-SI,5.6214,3
s16,wHipp_tail_L,EmoK,4.5468,3
s16,wHipp_tail_L,EmoM,4.5301,3
s16,wHipp_tail_L,NeuR-SC,1.3114,3
s16,wHipp_tail_L,NeuR-SI,1.8791,3
s16,wHipp_tail_L,NeuK,2.9576,3
s16,wHipp_tail_L,NeuM,-1.2203,3
s17,wHipp_tail_L,ALL,0.23076,42
s17,wHipp_tail_L,EmoR-SC,0.54751,42
s17,wHipp_tail_L,EmoR-SI,0.5949,42
s17,wHipp_tail_L,EmoK,0.85936,42
s17,wHipp_tail_L,EmoM,0.00059931,42
s17,wHipp_tail_L,NeuR-SC,0.64943,42
s17,wHipp_tail_L,NeuR-SI,0.27044,42
s17,wHipp_tail_L,NeuK,-0.055349,42
s17,wHipp_tail_L,NeuM,-0.84546,42
s18,wHipp_tail_L,ALL,0.22478,55
s18,wHipp_tail_L,EmoR-SC,0.64143,55
s18,wHipp_tail_L,EmoR-SI,0.48948,55
s18,wHipp_tail_L,EmoK,-0.88162,55
s18,wHipp_tail_L,EmoM,1.3205,55
s18,wHipp_tail_L,NeuR-SC,0.33907,55
s18,wHipp_tail_L,NeuR-SI,0.4542,55
s18,wHipp_tail_L,NeuK,0.61876,55
s18,wHipp_tail_L,NeuM,-1.2461,55
s19,wHipp_tail_L,ALL,0.18854,22
s19,wHipp_tail_L,EmoR-SC,0.89039,22
s19,wHipp_tail_L,EmoR-SI,1.4409,22
s19,wHipp_tail_L,EmoK,1.2313,22
s19,wHipp_tail_L,EmoM,-2.316,22
s19,wHipp_tail_L,NeuR-SC,-0.015579,22
s19,wHipp_tail_L,NeuR-SI,-1.6837,22
s19,wHipp_tail_L,NeuK,-0.31026,22
s19,wHipp_tail_L,NeuM,1.8539,22
s20,wHipp_tail_L,ALL,0.13729,38
s20,wHipp_tail_L,EmoR-SC,2.8888,38
s20,wHipp_tail_L,EmoR-SI,2.3378,38
s20,wHipp_tail_L,EmoK,0.71052,38
s20,wHipp_tail_L,EmoM,-0.4476,38
s20,wHipp_tail_L,NeuR-SC,-2.5863,38
s20,wHipp_tail_L,NeuR-SI,-0.36145,38
s20,wHipp_tail_L,NeuK,-0.35079,38
s20,wHipp_tail_L,NeuM,-1.1925,38
s21,wHipp_tail_L,ALL,-0.83011,51
s21,wHipp_tail_L,EmoR-SC,0.21757,51
s21,wHipp_tail_L,EmoR-SI,-1.1865,51
s21,wHipp_tail_L,EmoK,0.19794,51
s21,wHipp_tail_L,EmoK,0.19794,51
s21,wHipp_tail_L,NeuR-SC,-1.04,51
s21,wHipp_tail_L,NeuR-SI,-1.4595,51
s21,wHipp_tail_L,NeuK,-1.4101,51
s21,wHipp_tail_L,NeuM,-2.6302,51
s22,wHipp_tail_L,ALL,0.93243,69
s22,wHipp_tail_L,EmoR-SC,0.3759,69
s22,wHipp_tail_L,EmoR-SI,0.90516,69
s22,wHipp_tail_L,EmoK,0.76667,69
s22,wHipp_tail_L,EmoM,-1.5857,69
s22,wHipp_tail_L,NeuR-SC,4.4084,69
s22,wHipp_tail_L,NeuR-SI,2.1911,69
s22,wHipp_tail_L,NeuK,1.2504,69
s22,wHipp_tail_L,NeuM,-0.2733,69
s23,wHipp_tail_L,ALL,-0.19767,50
s23,wHipp_tail_L,EmoR-SC,1.3454,50
s23,wHipp_tail_L,EmoR-SI,-0.90231,50
s23,wHipp_tail_L,EmoK,-0.93246,50
s23,wHipp_tail_L,EmoM,-1.5605,50
s23,wHipp_tail_L,NeuR-SC,2.6212,50
s23,wHipp_tail_L,NeuR-SI,-0.77893,50
s23,wHipp_tail_L,NeuK,-0.708,50
s23,wHipp_tail_L,NeuM,-1.032,50
s25,wHipp_tail_L,ALL,NaN,0
s25,wHipp_tail_L,EmoR-SC,NaN,0
s25,wHipp_tail_L,EmoR-SI,NaN,0
s25,wHipp_tail_L,EmoK,NaN,0
s25,wHipp_tail_L,EmoM,NaN,0
s25,wHipp_tail_L,NeuR-SC,NaN,0
s25,wHipp_tail_L,NeuR-SI,NaN,0
s25,wHipp_tail_L,NeuK,NaN,0
s25,wHipp_tail_L,NeuM,NaN,0
s26,wHipp_tail_L,ALL,0.52043,83
s26,wHipp_tail_L,EmoR-SC,-1.3139,83
s26,wHipp_tail_L,EmoR-SI,1.5495,83
s26,wHipp_tail_L,EmoK,-0.48872,83
s26,wHipp_tail_L,EmoM,-1.562,83
s26,wHipp_tail_L,NeuR-SC,0.20471,83
s26,wHipp_tail_L,NeuR-SI,1.2596,83
s26,wHipp_tail_L,NeuK,2.0117,83
s26,wHipp_tail_L,NeuM,2.8991,83
s27,wHipp_tail_L,ALL,-0.43532,84
s27,wHipp_tail_L,EmoR-SC,-0.3285,84
s27,wHipp_tail_L,EmoR-SI,-1.4047,84
s27,wHipp_tail_L,EmoK,-1.6613,84
s27,wHipp_tail_L,EmoM,0.41756,84
s27,wHipp_tail_L,NeuR-SC,0.56144,84
s27,wHipp_tail_L,NeuR-SI,0.34696,84
s27,wHipp_tail_L,NeuK,-0.51561,84
s27,wHipp_tail_L,NeuM,-1.15,84
s28,wHipp_tail_L,ALL,-0.4349,45
s28,wHipp_tail_L,EmoR-SC,-0.65489,45
s28,wHipp_tail_L,EmoR-SI,-0.66972,45
s28,wHipp_tail_L,EmoK,-0.41282,45
s28,wHipp_tail_L,EmoM,-1.2016,45
s28,wHipp_tail_L,NeuR-SC,-0.60846,45
s28,wHipp_tail_L,NeuR-SI,0.89827,45
s28,wHipp_tail_L,NeuK,0.44326,45
s28,wHipp_tail_L,NeuM,-1.4409,45
s04,CA1_body_R,ALL,0.20262,183
s04,CA1_body_R,EmoR-SC,1.672,183
s04,CA1_body_R,EmoR-SI,0.89694,183
s04,CA1_body_R,EmoK,0.96901,183
s04,CA1_body_R,EmoM,-0.88004,183
s04,CA1_body_R,NeuR-SC,0.65803,183
s04,CA1_body_R,NeuR-SI,-1.2275,183
s04,CA1_body_R,NeuK,0.64967,183
s04,CA1_body_R,NeuM,-1.117,183
s05,CA1_body_R,ALL,0.80169,217
s05,CA1_body_R,EmoR-SC,0.99972,217
s05,CA1_body_R,EmoR-SI,0.21482,217
s05,CA1_body_R,EmoK,0.95067,217
s05,CA1_body_R,EmoM,0.96633,217
s05,CA1_body_R,NeuR-SC,1.2184,217
s05,CA1_body_R,NeuR-SI,0.54652,217
s05,CA1_body_R,NeuK,0.56078,217
s05,CA1_body_R,NeuM,1.1982,217
s06,CA1_body_R,ALL,-0.11905,174
s06,CA1_body_R,EmoR-SC,0.083492,174
s06,CA1_body_R,EmoR-SI,0.89189,174
s06,CA1_body_R,EmoK,0.16586,174
s06,CA1_body_R,EmoM,-1.4938,174
s06,CA1_body_R,NeuR-SC,-0.10834,174
s06,CA1_body_R,NeuR-SI,0.01307,174
s06,CA1_body_R,NeuK,0.089091,174
s06,CA1_body_R,NeuM,-1.0682,174
s07,CA1_body_R,ALL,0.070703,182
s07,CA1_body_R,EmoR-SC,0.38623,182
s07,CA1_body_R,EmoR-SI,-0.33287,182
s07,CA1_body_R,EmoK,0.71828,182
s07,CA1_body_R,EmoM,1.8949,182
s07,CA1_body_R,NeuR-SC,-0.24325,182
s07,CA1_body_R,NeuR-SI,-1.5049,182
s07,CA1_body_R,NeuK,0.31208,182
s07,CA1_body_R,NeuM,0.04125,182
s08,CA1_body_R,ALL,0.28083,170
s08,CA1_body_R,EmoR-SC,0.94363,170
s08,CA1_body_R,EmoR-SI,-0.53453,170
s08,CA1_body_R,EmoK,0.20094,170
s08,CA1_body_R,EmoM,-0.64158,170
s08,CA1_body_R,NeuR-SC,0.28625,170
s08,CA1_body_R,NeuR-SI,0.013016,170
s08,CA1_body_R,NeuK,2.7629,170
s08,CA1_body_R,NeuM,-0.78397,170
s09,CA1_body_R,ALL,0.53286,187
s09,CA1_body_R,EmoR-SC,0.73694,187
s09,CA1_body_R,EmoR-SI,-0.073015,187
s09,CA1_body_R,EmoK,1.5263,187
s09,CA1_body_R,EmoM,-0.1316,187
s09,CA1_body_R,NeuR-SC,0.67175,187
s09,CA1_body_R,NeuR-SI,2.1732,187
s09,CA1_body_R,NeuK,-0.56368,187
s09,CA1_body_R,NeuM,-0.015374,187
s10,CA1_body_R,ALL,1.3248,202
s10,CA1_body_R,EmoR-SC,0.67499,202
s10,CA1_body_R,EmoR-SI,1.224,202
s10,CA1_body_R,EmoK,2.2213,202
s10,CA1_body_R,EmoM,1.3861,202
s10,CA1_body_R,NeuR-SC,0.35977,202
s10,CA1_body_R,NeuR-SI,0.86545,202
s10,CA1_body_R,NeuK,0.45967,202
s10,CA1_body_R,NeuM,3.8423,202
s11,CA1_body_R,ALL,-0.12955,190
s11,CA1_body_R,EmoR-SC,0.66577,190
s11,CA1_body_R,EmoR-SI,-0.29478,190
s11,CA1_body_R,EmoK,-1.279,190
s11,CA1_body_R,EmoM,-1.3275,190
s11,CA1_body_R,NeuR-SC,-0.30976,190
s11,CA1_body_R,NeuR-SI,-0.58055,190
s11,CA1_body_R,NeuK,0.2778,190
s11,CA1_body_R,NeuM,2.1998,190
s13,CA1_body_R,ALL,1.9245,171
s13,CA1_body_R,EmoR-SC,1.5402,171
s13,CA1_body_R,EmoR-SI,1.2717,171
s13,CA1_body_R,EmoK,1.9835,171
s13,CA1_body_R,EmoM,5.6688,171
s13,CA1_body_R,NeuR-SC,2.0279,171
s13,CA1_body_R,NeuR-SI,1.8786,171
s13,CA1_body_R,NeuK,1.9122,171
s13,CA1_body_R,NeuM,2.3767,171
s14,CA1_body_R,ALL,-0.094173,197
s14,CA1_body_R,EmoR-SC,-0.21564,197
s14,CA1_body_R,EmoR-SI,-0.19283,197
s14,CA1_body_R,EmoK,0.61064,197
s14,CA1_body_R,EmoM,-1.1391,197
s14,CA1_body_R,NeuR-SC,0.80083,197
s14,CA1_body_R,NeuR-SI,0.057506,197
s14,CA1_body_R,NeuK,0.17398,197
s14,CA1_body_R,NeuM,-1.1971,197
s16,CA1_body_R,ALL,0.40004,233
s16,CA1_body_R,EmoR-SC,-0.27714,233
s16,CA1_body_R,EmoR-SI,1.4793,233
s16,CA1_body_R,EmoK,0.54591,233
s16,CA1_body_R,EmoM,1.7512,233
s16,CA1_body_R,NeuR-SC,0.47958,233
s16,CA1_body_R,NeuR-SI,0.022727,233
s16,CA1_body_R,NeuK,-0.26588,233
s16,CA1_body_R,NeuM,-0.57006,233
s17,CA1_body_R,ALL,-0.88705,181
s17,CA1_body_R,EmoR-SC,-0.012006,181
s17,CA1_body_R,EmoR-SI,-1.4667,181
s17,CA1_body_R,EmoK,-1.1828,181
s17,CA1_body_R,EmoM,0.21281,181
s17,CA1_body_R,NeuR-SC,-1.9807,181
s17,CA1_body_R,NeuR-SI,-1.5797,181
s17,CA1_body_R,NeuK,-0.58228,181
s17,CA1_body_R,NeuM,-0.39564,181
s18,CA1_body_R,ALL,1.3737,219
s18,CA1_body_R,EmoR-SC,1.7864,219
s18,CA1_body_R,EmoR-SI,1.2337,219
s18,CA1_body_R,EmoK,0.70754,219
s18,CA1_body_R,EmoM,1.9122,219
s18,CA1_body_R,NeuR-SC,1.2139,219
s18,CA1_body_R,NeuR-SI,1.2326,219
s18,CA1_body_R,NeuK,0.94361,219
s18,CA1_body_R,NeuM,2.1846,219
s19,CA1_body_R,ALL,0.24695,207
s19,CA1_body_R,EmoR-SC,1.0337,207
s19,CA1_body_R,EmoR-SI,0.085713,207
s19,CA1_body_R,EmoK,1.2534,207
s19,CA1_body_R,EmoM,0.06092,207
s19,CA1_body_R,NeuR-SC,0.65633,207
s19,CA1_body_R,NeuR-SI,-1.7084,207
s19,CA1_body_R,NeuK,0.55251,207
s19,CA1_body_R,NeuM,0.010516,207
s20,CA1_body_R,ALL,-0.61229,180
s20,CA1_body_R,EmoR-SC,0.46049,180
s20,CA1_body_R,EmoR-SI,-1.3707,180
s20,CA1_body_R,EmoK,-0.394,180
s20,CA1_body_R,EmoM,-1.5849,180
s20,CA1_body_R,NeuR-SC,-1.3881,180
s20,CA1_body_R,NeuR-SI,-0.55872,180
s20,CA1_body_R,NeuK,-1.5218,180
s20,CA1_body_R,NeuM,1.4702,180
s21,CA1_body_R,ALL,-0.35793,186
s21,CA1_body_R,EmoR-SC,0.50227,186
s21,CA1_body_R,EmoR-SI,-0.44147,186
s21,CA1_body_R,EmoK,0.073532,186
s21,CA1_body_R,EmoK,0.073532,186
s21,CA1_body_R,NeuR-SC,-0.55769,186
s21,CA1_body_R,NeuR-SI,-1.5364,186
s21,CA1_body_R,NeuK,-0.46355,186
s21,CA1_body_R,NeuM,1.2966,186
s22,CA1_body_R,ALL,-0.16548,196
s22,CA1_body_R,EmoR-SC,0.46122,196
s22,CA1_body_R,EmoR-SI,-1.2574,196
s22,CA1_body_R,EmoK,0.95573,196
s22,CA1_body_R,EmoM,-1.9484,196
s22,CA1_body_R,NeuR-SC,-0.16631,196
s22,CA1_body_R,NeuR-SI,0.17006,196
s22,CA1_body_R,NeuK,-0.24875,196
s22,CA1_body_R,NeuM,0.52458,196
s23,CA1_body_R,ALL,0.2775,189
s23,CA1_body_R,EmoR-SC,1.6354,189
s23,CA1_body_R,EmoR-SI,-0.30045,189
s23,CA1_body_R,EmoK,2.195,189
s23,CA1_body_R,EmoM,-0.34372,189
s23,CA1_body_R,NeuR-SC,0.068796,189
s23,CA1_body_R,NeuR-SI,-1.1905,189
s23,CA1_body_R,NeuK,0.80929,189
s23,CA1_body_R,NeuM,-0.96431,189
s25,CA1_body_R,ALL,0.68282,220
s25,CA1_body_R,EmoR-SC,0.62529,220
s25,CA1_body_R,EmoR-SI,1.4984,220
s25,CA1_body_R,EmoK,0.6519,220
s25,CA1_body_R,EmoM,-0.50389,220
s25,CA1_body_R,NeuR-SC,0.24335,220
s25,CA1_body_R,NeuR-SI,1.0016,220
s25,CA1_body_R,NeuK,0.82873,220
s25,CA1_body_R,NeuM,0.2058,220
s26,CA1_body_R,ALL,0.52945,174
s26,CA1_body_R,EmoR-SC,0.10185,174
s26,CA1_body_R,EmoR-SI,-0.16143,174
s26,CA1_body_R,EmoK,-0.29809,174
s26,CA1_body_R,EmoM,0.097531,174
s26,CA1_body_R,NeuR-SC,0.59135,174
s26,CA1_body_R,NeuR-SI,1.3967,174
s26,CA1_body_R,NeuK,0.0096814,174
s26,CA1_body_R,NeuM,2.8918,174
s27,CA1_body_R,ALL,-0.23269,174
s27,CA1_body_R,EmoR-SC,-0.27565,174
s27,CA1_body_R,EmoR-SI,-1.3546,174
s27,CA1_body_R,EmoK,-0.68565,174
s27,CA1_body_R,EmoM,0.85576,174
s27,CA1_body_R,NeuR-SC,0.88992,174
s27,CA1_body_R,NeuR-SI,-0.29306,174
s27,CA1_body_R,NeuK,-1.1935,174
s27,CA1_body_R,NeuM,0.169,174
s28,CA1_body_R,ALL,0.052612,200
s28,CA1_body_R,EmoR-SC,-0.16764,200
s28,CA1_body_R,EmoR-SI,-0.22198,200
s28,CA1_body_R,EmoK,-1.015,200
s28,CA1_body_R,EmoM,0.97944,200
s28,CA1_body_R,NeuR-SC,-0.022585,200
s28,CA1_body_R,NeuR-SI,0.16353,200
s28,CA1_body_R,NeuK,0.28317,200
s28,CA1_body_R,NeuM,0.49579,200
s04,CA23DG_body_R,ALL,-0.14758,127
s04,CA23DG_body_R,EmoR-SC,1.3495,127
s04,CA23DG_body_R,EmoR-SI,-0.1706,127
s04,CA23DG_body_R,EmoK,-0.82157,127
s04,CA23DG_body_R,EmoM,0.40581,127
s04,CA23DG_body_R,NeuR-SC,0.69418,127
s04,CA23DG_body_R,NeuR-SI,-1.1484,127
s04,CA23DG_body_R,NeuK,-0.73421,127
s04,CA23DG_body_R,NeuM,-0.75541,127
s05,CA23DG_body_R,ALL,1.8218,160
s05,CA23DG_body_R,EmoR-SC,2.0345,160
s05,CA23DG_body_R,EmoR-SI,1.2147,160
s05,CA23DG_body_R,EmoK,0.93831,160
s05,CA23DG_body_R,EmoM,5.8317,160
s05,CA23DG_body_R,NeuR-SC,2.7783,160
s05,CA23DG_body_R,NeuR-SI,1.9216,160
s05,CA23DG_body_R,NeuK,0.58051,160
s05,CA23DG_body_R,NeuM,2.0108,160
s06,CA23DG_body_R,ALL,0.67572,106
s06,CA23DG_body_R,EmoR-SC,1.0788,106
s06,CA23DG_body_R,EmoR-SI,1.0718,106
s06,CA23DG_body_R,EmoK,-0.083261,106
s06,CA23DG_body_R,EmoM,-0.29411,106
s06,CA23DG_body_R,NeuR-SC,1.3846,106
s06,CA23DG_body_R,NeuR-SI,1.0371,106
s06,CA23DG_body_R,NeuK,-0.085041,106
s06,CA23DG_body_R,NeuM,1.916,106
s07,CA23DG_body_R,ALL,1.6401,163
s07,CA23DG_body_R,EmoR-SC,3.0093,163
s07,CA23DG_body_R,EmoR-SI,1.3251,163
s07,CA23DG_body_R,EmoK,1.9439,163
s07,CA23DG_body_R,EmoM,2.0784,163
s07,CA23DG_body_R,NeuR-SC,1.2384,163
s07,CA23DG_body_R,NeuR-SI,0.78266,163
s07,CA23DG_body_R,NeuK,0.68911,163
s07,CA23DG_body_R,NeuM,2.5563,163
s08,CA23DG_body_R,ALL,0.98678,127
s08,CA23DG_body_R,EmoR-SC,1.6184,127
s08,CA23DG_body_R,EmoR-SI,0.57613,127
s08,CA23DG_body_R,EmoK,-0.43307,127
s08,CA23DG_body_R,EmoM,1.6842,127
s08,CA23DG_body_R,NeuR-SC,1.0643,127
s08,CA23DG_body_R,NeuR-SI,1.3054,127
s08,CA23DG_body_R,NeuK,2.2332,127
s08,CA23DG_body_R,NeuM,-0.15431,127
s09,CA23DG_body_R,ALL,-0.13055,126
s09,CA23DG_body_R,EmoR-SC,-0.21828,126
s09,CA23DG_body_R,EmoR-SI,-1.4577,126
s09,CA23DG_body_R,EmoK,1.2812,126
s09,CA23DG_body_R,EmoM,-0.39687,126
s09,CA23DG_body_R,NeuR-SC,-0.532,126
s09,CA23DG_body_R,NeuR-SI,1.2918,126
s09,CA23DG_body_R,NeuK,-0.81738,126
s09,CA23DG_body_R,NeuM,-0.22363,126
s10,CA23DG_body_R,ALL,1.3354,127
s10,CA23DG_body_R,EmoR-SC,1.5034,127
s10,CA23DG_body_R,EmoR-SI,0.4063,127
s10,CA23DG_body_R,EmoK,-0.39853,127
s10,CA23DG_body_R,EmoM,-0.26092,127
s10,CA23DG_body_R,NeuR-SC,1.8896,127
s10,CA23DG_body_R,NeuR-SI,2.143,127
s10,CA23DG_body_R,NeuK,2.0967,127
s10,CA23DG_body_R,NeuM,3.1836,127
s11,CA23DG_body_R,ALL,0.98548,150
s11,CA23DG_body_R,EmoR-SC,3.2551,150
s11,CA23DG_body_R,EmoR-SI,1.4148,150
s11,CA23DG_body_R,EmoK,0.62415,150
s11,CA23DG_body_R,EmoM,1.375,150
s11,CA23DG_body_R,NeuR-SC,0.34798,150
s11,CA23DG_body_R,NeuR-SI,0.26125,150
s11,CA23DG_body_R,NeuK,1.4007,150
s11,CA23DG_body_R,NeuM,-1.1514,150
s13,CA23DG_body_R,ALL,3.3733,105
s13,CA23DG_body_R,EmoR-SC,2.1239,105
s13,CA23DG_body_R,EmoR-SI,3.137,105
s13,CA23DG_body_R,EmoK,3.0083,105
s13,CA23DG_body_R,EmoM,9.2718,105
s13,CA23DG_body_R,NeuR-SC,4.5899,105
s13,CA23DG_body_R,NeuR-SI,1.8676,105
s13,CA23DG_body_R,NeuK,4.7568,105
s13,CA23DG_body_R,NeuM,2.6567,105
s14,CA23DG_body_R,ALL,-0.11904,157
s14,CA23DG_body_R,EmoR-SC,0.26892,157
s14,CA23DG_body_R,EmoR-SI,0.52493,157
s14,CA23DG_body_R,EmoK,0.72015,157
s14,CA23DG_body_R,EmoM,-0.94319,157
s14,CA23DG_body_R,NeuR-SC,1.7771,157
s14,CA23DG_body_R,NeuR-SI,-0.014745,157
s14,CA23DG_body_R,NeuK,0.075081,157
s14,CA23DG_body_R,NeuM,-3.6353,157
s16,CA23DG_body_R,ALL,0.35848,184
s16,CA23DG_body_R,EmoR-SC,0.66116,184
s16,CA23DG_body_R,EmoR-SI,2.2317,184
s16,CA23DG_body_R,EmoK,1.7066,184
s16,CA23DG_body_R,EmoM,-4.3015,184
s16,CA23DG_body_R,NeuR-SC,2.1739,184
s16,CA23DG_body_R,NeuR-SI,-0.25371,184
s16,CA23DG_body_R,NeuK,0.003433,184
s16,CA23DG_body_R,NeuM,-2.1728,184
s17,CA23DG_body_R,ALL,-0.077536,150
s17,CA23DG_body_R,EmoR-SC,0.178,150
s17,CA23DG_body_R,EmoR-SI,0.5126,150
s17,CA23DG_body_R,EmoK,-0.69867,150
s17,CA23DG_body_R,EmoM,-0.64402,150
s17,CA23DG_body_R,NeuR-SC,1.5117,150
s17,CA23DG_body_R,NeuR-SI,0.82193,150
s17,CA23DG_body_R,NeuK,-0.20702,150
s17,CA23DG_body_R,NeuM,-1.7448,150
s18,CA23DG_body_R,ALL,0.53162,154
s18,CA23DG_body_R,EmoR-SC,1.3904,154
s18,CA23DG_body_R,EmoR-SI,0.55027,154
s18,CA23DG_body_R,EmoK,0.97652,154
s18,CA23DG_body_R,EmoM,-0.9984,154
s18,CA23DG_body_R,NeuR-SC,0.62131,154
s18,CA23DG_body_R,NeuR-SI,1.0736,154
s18,CA23DG_body_R,NeuK,0.79491,154
s18,CA23DG_body_R,NeuM,-0.59917,154
s19,CA23DG_body_R,ALL,-0.25322,117
s19,CA23DG_body_R,EmoR-SC,0.0015736,117
s19,CA23DG_body_R,EmoR-SI,-0.41924,117
s19,CA23DG_body_R,EmoK,-0.21426,117
s19,CA23DG_body_R,EmoM,-0.10605,117
s19,CA23DG_body_R,NeuR-SC,-0.058549,117
s19,CA23DG_body_R,NeuR-SI,-0.78582,117
s19,CA23DG_body_R,NeuK,-0.07379,117
s19,CA23DG_body_R,NeuM,-0.34509,117
s20,CA23DG_body_R,ALL,-0.18459,128
s20,CA23DG_body_R,EmoR-SC,1.841,128
s20,CA23DG_body_R,EmoR-SI,-0.13797,128
s20,CA23DG_body_R,EmoK,-1.7487,128
s20,CA23DG_body_R,EmoM,-2.0847,128
s20,CA23DG_body_R,NeuR-SC,-0.48448,128
s20,CA23DG_body_R,NeuR-SI,-1.022,128
s20,CA23DG_body_R,NeuK,1.4337,128
s20,CA23DG_body_R,NeuM,0.55889,128
s21,CA23DG_body_R,ALL,0.45941,123
s21,CA23DG_body_R,EmoR-SC,1.6853,123
s21,CA23DG_body_R,EmoR-SI,0.81191,123
s21,CA23DG_body_R,EmoK,0.39197,123
s21,CA23DG_body_R,EmoK,0.39197,123
s21,CA23DG_body_R,NeuR-SC,-1.1707,123
s21,CA23DG_body_R,NeuR-SI,0.46911,123
s21,CA23DG_body_R,NeuK,0.51058,123
s21,CA23DG_body_R,NeuM,0.80939,123
s22,CA23DG_body_R,ALL,0.32549,156
s22,CA23DG_body_R,EmoR-SC,1.4217,156
s22,CA23DG_body_R,EmoR-SI,-0.18473,156
s22,CA23DG_body_R,EmoK,1.0847,156
s22,CA23DG_body_R,EmoM,-0.35748,156
s22,CA23DG_body_R,NeuR-SC,-1.9742,156
s22,CA23DG_body_R,NeuR-SI,1.0241,156
s22,CA23DG_body_R,NeuK,0.84108,156
s22,CA23DG_body_R,NeuM,0.48446,156
s23,CA23DG_body_R,ALL,1.1026,151
s23,CA23DG_body_R,EmoR-SC,4.0495,151
s23,CA23DG_body_R,EmoR-SI,-0.21043,151
s23,CA23DG_body_R,EmoK,2.5662,151
s23,CA23DG_body_R,EmoM,-1.6369,151
s23,CA23DG_body_R,NeuR-SC,2.8521,151
s23,CA23DG_body_R,NeuR-SI,0.34005,151
s23,CA23DG_body_R,NeuK,0.24526,151
s23,CA23DG_body_R,NeuM,-0.030048,151
s25,CA23DG_body_R,ALL,-0.012606,202
s25,CA23DG_body_R,EmoR-SC,0.19984,202
s25,CA23DG_body_R,EmoR-SI,-0.11522,202
s25,CA23DG_body_R,EmoK,-0.71361,202
s25,CA23DG_body_R,EmoM,-1.3615,202
s25,CA23DG_body_R,NeuR-SC,1.4349,202
s25,CA23DG_body_R,NeuR-SI,-0.62406,202
s25,CA23DG_body_R,NeuK,0.59055,202
s25,CA23DG_body_R,NeuM,-0.53343,202
s26,CA23DG_body_R,ALL,1.5173,151
