subject,roi_file,contrast,activity,numvox
s19,wHipp_head_L,NeuR-SC,2.2833,468
s19,wHipp_head_L,NeuR-SI,0.71505,468
s19,wHipp_head_L,NeuK,1.6558,468
s19,wHipp_head_L,NeuM,1.8298,468
s20,wHipp_head_L,ALL,0.39911,363
s20,wHipp_head_L,EmoR-SC,2.231,363
s20,wHipp_head_L,EmoR-SI,1.0743,363
s20,wHipp_head_L,EmoK,-0.27743,363
s20,wHipp_head_L,EmoM,-0.97224,363
s20,wHipp_head_L,NeuR-SC,-0.459,363
s20,wHipp_head_L,NeuR-SI,1.1915,363
s20,wHipp_head_L,NeuK,0.047333,363
s20,wHipp_head_L,NeuM,0.51593,363
s21,wHipp_head_L,ALL,1.0926,429
s21,wHipp_head_L,EmoR-SC,1.5197,429
s21,wHipp_head_L,EmoR-SI,1.1837,429
s21,wHipp_head_L,EmoK,1.2683,429
s21,wHipp_head_L,EmoK,1.2683,429
s21,wHipp_head_L,NeuR-SC,0.75735,429
s21,wHipp_head_L,NeuR-SI,0.51129,429
s21,wHipp_head_L,NeuK,1.0745,429
s21,wHipp_head_L,NeuM,2.5375,429
s22,wHipp_head_L,ALL,1.1667,351
s22,wHipp_head_L,EmoR-SC,1.6701,351
s22,wHipp_head_L,EmoR-SI,1.5761,351
s22,wHipp_head_L,EmoK,1.4717,351
s22,wHipp_head_L,EmoM,0.3442,351
s22,wHipp_head_L,NeuR-SC,0.70419,351
s22,wHipp_head_L,NeuR-SI,2.6328,351
s22,wHipp_head_L,NeuK,1.2088,351
s22,wHipp_head_L,NeuM,-6.9525e-05,351
s23,wHipp_head_L,ALL,1.2486,424
s23,wHipp_head_L,EmoR-SC,1.9206,424
s23,wHipp_head_L,EmoR-SI,0.80724,424
s23,wHipp_head_L,EmoK,2.1735,424
s23,wHipp_head_L,EmoM,-1.5682,424
s23,wHipp_head_L,NeuR-SC,2.3182,424
s23,wHipp_head_L,NeuR-SI,1.6266,424
s23,wHipp_head_L,NeuK,1.6251,424
s23,wHipp_head_L,NeuM,0.49019,424
s25,wHipp_head_L,ALL,-0.042996,420
s25,wHipp_head_L,EmoR-SC,0.31716,420
s25,wHipp_head_L,EmoR-SI,0.51865,420
s25,wHipp_head_L,EmoK,0.36956,420
s25,wHipp_head_L,EmoM,1.3656,420
s25,wHipp_head_L,NeuR-SC,-0.47354,420
s25,wHipp_head_L,NeuR-SI,-0.12556,420
s25,wHipp_head_L,NeuK,-1.1336,420
s25,wHipp_head_L,NeuM,-1.3478,420
s26,wHipp_head_L,ALL,2.2358,315
s26,wHipp_head_L,EmoR-SC,1.8434,315
s26,wHipp_head_L,EmoR-SI,1.328,315
s26,wHipp_head_L,EmoK,1.4652,315
s26,wHipp_head_L,EmoM,2.4581,315
s26,wHipp_head_L,NeuR-SC,3.3525,315
s26,wHipp_head_L,NeuR-SI,2.9994,315
s26,wHipp_head_L,NeuK,2.3071,315
s26,wHipp_head_L,NeuM,2.1116,315
s27,wHipp_head_L,ALL,0.19466,392
s27,wHipp_head_L,EmoR-SC,0.41868,392
s27,wHipp_head_L,EmoR-SI,0.063749,392
s27,wHipp_head_L,EmoK,-0.2395,392
s27,wHipp_head_L,EmoM,0.02283,392
s27,wHipp_head_L,NeuR-SC,1.1957,392
s27,wHipp_head_L,NeuR-SI,0.59552,392
s27,wHipp_head_L,NeuK,0.10579,392
s27,wHipp_head_L,NeuM,-1.0278,392
s28,wHipp_head_L,ALL,-0.30358,427
s28,wHipp_head_L,EmoR-SC,-0.72092,427
s28,wHipp_head_L,EmoR-SI,-0.76155,427
s28,wHipp_head_L,EmoK,0.34547,427
s28,wHipp_head_L,EmoM,-0.21611,427
s28,wHipp_head_L,NeuR-SC,-0.29124,427
s28,wHipp_head_L,NeuR-SI,0.07648,427
s28,wHipp_head_L,NeuK,-0.43394,427
s28,wHipp_head_L,NeuM,-0.45148,427
s04,wHipp_head_R,ALL,-0.32628,394
s04,wHipp_head_R,EmoR-SC,0.70255,394
s04,wHipp_head_R,EmoR-SI,-0.65003,394
s04,wHipp_head_R,EmoK,0.34751,394
s04,wHipp_head_R,EmoM,-0.75164,394
s04,wHipp_head_R,NeuR-SC,-1.4697,394
s04,wHipp_head_R,NeuR-SI,-0.9174,394
s04,wHipp_head_R,NeuK,0.12401,394
s04,wHipp_head_R,NeuM,0.0044892,394
s05,wHipp_head_R,ALL,1.4179,442
s05,wHipp_head_R,EmoR-SC,1.6072,442
s05,wHipp_head_R,EmoR-SI,1.7019,442
s05,wHipp_head_R,EmoK,1.184,442
s05,wHipp_head_R,EmoM,0.74187,442
s05,wHipp_head_R,NeuR-SC,2.4956,442
s05,wHipp_head_R,NeuR-SI,0.62641,442
s05,wHipp_head_R,NeuK,1.051,442
s05,wHipp_head_R,NeuM,1.5183,442
s06,wHipp_head_R,ALL,0.78626,409
s06,wHipp_head_R,EmoR-SC,0.75165,409
s06,wHipp_head_R,EmoR-SI,0.84801,409
s06,wHipp_head_R,EmoK,0.23137,409
s06,wHipp_head_R,EmoM,1.6978,409
s06,wHipp_head_R,NeuR-SC,1.413,409
s06,wHipp_head_R,NeuR-SI,1.0762,409
s06,wHipp_head_R,NeuK,-0.23212,409
s06,wHipp_head_R,NeuM,0.22217,409
s07,wHipp_head_R,ALL,1.1305,437
s07,wHipp_head_R,EmoR-SC,1.5215,437
s07,wHipp_head_R,EmoR-SI,1.3371,437
s07,wHipp_head_R,EmoK,0.61842,437
s07,wHipp_head_R,EmoM,1.8812,437
s07,wHipp_head_R,NeuR-SC,1.602,437
s07,wHipp_head_R,NeuR-SI,0.30773,437
s07,wHipp_head_R,NeuK,1.059,437
s07,wHipp_head_R,NeuM,0.75744,437
s08,wHipp_head_R,ALL,0.84992,414
s08,wHipp_head_R,EmoR-SC,1.1668,414
s08,wHipp_head_R,EmoR-SI,0.87953,414
s08,wHipp_head_R,EmoK,0.84707,414
s08,wHipp_head_R,EmoM,3.2849,414
s08,wHipp_head_R,NeuR-SC,-0.14192,414
s08,wHipp_head_R,NeuR-SI,-0.15986,414
s08,wHipp_head_R,NeuK,1.3849,414
s08,wHipp_head_R,NeuM,-0.462,414
s09,wHipp_head_R,ALL,0.63008,683
s09,wHipp_head_R,EmoR-SC,0.43684,683
s09,wHipp_head_R,EmoR-SI,0.56206,683
s09,wHipp_head_R,EmoK,1.6261,683
s09,wHipp_head_R,EmoM,0.013074,683
s09,wHipp_head_R,NeuR-SC,-0.55471,683
s09,wHipp_head_R,NeuR-SI,1.8136,683
s09,wHipp_head_R,NeuK,0.52357,683
s09,wHipp_head_R,NeuM,0.70324,683
s10,wHipp_head_R,ALL,1.3193,450
s10,wHipp_head_R,EmoR-SC,1.3115,450
s10,wHipp_head_R,EmoR-SI,1.4207,450
s10,wHipp_head_R,EmoK,2.3525,450
s10,wHipp_head_R,EmoM,0.63589,450
s10,wHipp_head_R,NeuR-SC,1.2517,450
s10,wHipp_head_R,NeuR-SI,2.1654,450
s10,wHipp_head_R,NeuK,0.63478,450
s10,wHipp_head_R,NeuM,0.60777,450
s11,wHipp_head_R,ALL,1.3972,533
s11,wHipp_head_R,EmoR-SC,2.4679,533
s11,wHipp_head_R,EmoR-SI,0.8625,533
s11,wHipp_head_R,EmoK,0.75484,533
s11,wHipp_head_R,EmoM,0.61475,533
s11,wHipp_head_R,NeuR-SC,1.4815,533
s11,wHipp_head_R,NeuR-SI,1.0096,533
s11,wHipp_head_R,NeuK,2.0758,533
s11,wHipp_head_R,NeuM,2.0132,533
s13,wHipp_head_R,ALL,2.1633,487
s13,wHipp_head_R,EmoR-SC,2.664,487
s13,wHipp_head_R,EmoR-SI,2.2589,487
s13,wHipp_head_R,EmoK,2.1321,487
s13,wHipp_head_R,EmoM,8.2876,487
s13,wHipp_head_R,NeuR-SC,2.8336,487
s13,wHipp_head_R,NeuR-SI,1.7091,487
s13,wHipp_head_R,NeuK,1.7126,487
s13,wHipp_head_R,NeuM,0.022712,487
s14,wHipp_head_R,ALL,0.50155,532
s14,wHipp_head_R,EmoR-SC,1.6467,532
s14,wHipp_head_R,EmoR-SI,0.34737,532
s14,wHipp_head_R,EmoK,0.70606,532
s14,wHipp_head_R,EmoM,0.12614,532
s14,wHipp_head_R,NeuR-SC,1.282,532
s14,wHipp_head_R,NeuR-SI,0.82448,532
s14,wHipp_head_R,NeuK,0.74986,532
s14,wHipp_head_R,NeuM,-1.7954,532
s16,wHipp_head_R,ALL,3.2076,247
s16,wHipp_head_R,EmoR-SC,4.4616,247
s16,wHipp_head_R,EmoR-SI,5.292,247
s16,wHipp_head_R,EmoK,3.5368,247
s16,wHipp_head_R,EmoM,-0.41676,247
s16,wHipp_head_R,NeuR-SC,3.9573,247
s16,wHipp_head_R,NeuR-SI,2.0478,247
s16,wHipp_head_R,NeuK,3.3155,247
s16,wHipp_head_R,NeuM,1.3088,247
s17,wHipp_head_R,ALL,0.057123,447
s17,wHipp_head_R,EmoR-SC,2.0693,447
s17,wHipp_head_R,EmoR-SI,0.72703,447
s17,wHipp_head_R,EmoK,-0.48718,447
s17,wHipp_head_R,EmoM,0.035205,447
s17,wHipp_head_R,NeuR-SC,0.067497,447
s17,wHipp_head_R,NeuR-SI,-0.9359,447
s17,wHipp_head_R,NeuK,0.21529,447
s17,wHipp_head_R,NeuM,-0.56181,447
s18,wHipp_head_R,ALL,1.2539,472
s18,wHipp_head_R,EmoR-SC,2.6789,472
s18,wHipp_head_R,EmoR-SI,0.99365,472
s18,wHipp_head_R,EmoK,1.3878,472
s18,wHipp_head_R,EmoM,1.4352,472
s18,wHipp_head_R,NeuR-SC,0.95663,472
s18,wHipp_head_R,NeuR-SI,2.0606,472
s18,wHipp_head_R,NeuK,1.0779,472
s18,wHipp_head_R,NeuM,-0.8863,472
s19,wHipp_head_R,ALL,1.1365,481
s19,wHipp_head_R,EmoR-SC,0.66556,481
s19,wHipp_head_R,EmoR-SI,1.0475,481
s19,wHipp_head_R,EmoK,0.1395,481
s19,wHipp_head_R,EmoM,0.26574,481
s19,wHipp_head_R,NeuR-SC,2.5913,481
s19,wHipp_head_R,NeuR-SI,0.9206,481
s19,wHipp_head_R,NeuK,1.1958,481
s19,wHipp_head_R,NeuM,2.1213,481
s20,wHipp_head_R,ALL,0.45805,471
s20,wHipp_head_R,EmoR-SC,1.3592,471
s20,wHipp_head_R,EmoR-SI,1.0363,471
s20,wHipp_head_R,EmoK,-0.28373,471
s20,wHipp_head_R,EmoM,-0.36466,471
s20,wHipp_head_R,NeuR-SC,-0.40588,471
s20,wHipp_head_R,NeuR-SI,1.6002,471
s20,wHipp_head_R,NeuK,0.066206,471
s20,wHipp_head_R,NeuM,0.88522,471
s21,wHipp_head_R,ALL,1.1799,491
s21,wHipp_head_R,EmoR-SC,1.5123,491
s21,wHipp_head_R,EmoR-SI,1.4237,491
s21,wHipp_head_R,EmoK,0.99683,491
s21,wHipp_head_R,EmoK,0.99683,491
s21,wHipp_head_R,NeuR-SC,0.74213,491
s21,wHipp_head_R,NeuR-SI,1.3462,491
s21,wHipp_head_R,NeuK,1.1017,491
s21,wHipp_head_R,NeuM,0.91976,491
s22,wHipp_head_R,ALL,1.1665,396
s22,wHipp_head_R,EmoR-SC,1.1071,396
s22,wHipp_head_R,EmoR-SI,1.1079,396
s22,wHipp_head_R,EmoK,1.4795,396
s22,wHipp_head_R,EmoM,0.090807,396
s22,wHipp_head_R,NeuR-SC,1.8589,396
s22,wHipp_head_R,NeuR-SI,0.69745,396
s22,wHipp_head_R,NeuK,1.1454,396
s22,wHipp_head_R,NeuM,1.6249,396
s23,wHipp_head_R,ALL,0.79385,364
s23,wHipp_head_R,EmoR-SC,1.9799,364
s23,wHipp_head_R,EmoR-SI,0.60473,364
s23,wHipp_head_R,EmoK,1.9516,364
s23,wHipp_head_R,EmoM,-1.3714,364
s23,wHipp_head_R,NeuR-SC,2.2457,364
s23,wHipp_head_R,NeuR-SI,0.42918,364
s23,wHipp_head_R,NeuK,1.0605,364
s23,wHipp_head_R,NeuM,-1.2511,364
s25,wHipp_head_R,ALL,0.36952,442
s25,wHipp_head_R,EmoR-SC,0.41985,442
s25,wHipp_head_R,EmoR-SI,0.43408,442
s25,wHipp_head_R,EmoK,1.877,442
s25,wHipp_head_R,EmoM,-1.2997,442
s25,wHipp_head_R,NeuR-SC,-0.20606,442
s25,wHipp_head_R,NeuR-SI,0.81129,442
s25,wHipp_head_R,NeuK,0.09985,442
s25,wHipp_head_R,NeuM,-0.78342,442
s26,wHipp_head_R,ALL,1.6522,329
s26,wHipp_head_R,EmoR-SC,1.7149,329
s26,wHipp_head_R,EmoR-SI,0.95392,329
s26,wHipp_head_R,EmoK,2.2311,329
s26,wHipp_head_R,EmoM,0.71661,329
s26,wHipp_head_R,NeuR-SC,2.3083,329
s26,wHipp_head_R,NeuR-SI,0.85379,329
s26,wHipp_head_R,NeuK,1.6206,329
s26,wHipp_head_R,NeuM,3.0516,329
s27,wHipp_head_R,ALL,0.42985,357
s27,wHipp_head_R,EmoR-SC,0.25711,357
s27,wHipp_head_R,EmoR-SI,-1.0607,357
s27,wHipp_head_R,EmoK,1.3969,357
s27,wHipp_head_R,EmoM,0.70633,357
s27,wHipp_head_R,NeuR-SC,0.89067,357
s27,wHipp_head_R,NeuR-SI,1.6023,357
s27,wHipp_head_R,NeuK,0.17346,357
s27,wHipp_head_R,NeuM,-1.07,357
s28,wHipp_head_R,ALL,-0.28964,406
s28,wHipp_head_R,EmoR-SC,-0.33647,406
s28,wHipp_head_R,EmoR-SI,-0.58185,406
s28,wHipp_head_R,EmoK,-0.57095,406
s28,wHipp_head_R,EmoM,-0.14047,406
s28,wHipp_head_R,NeuR-SC,-0.11662,406
s28,wHipp_head_R,NeuR-SI,-0.075828,406
s28,wHipp_head_R,NeuK,-0.13204,406
s28,wHipp_head_R,NeuM,-0.37753,406
s04,CA1_body_L,ALL,-0.56094,184
s04,CA1_body_L,EmoR-SC,-0.55064,184
s04,CA1_body_L,EmoR-SI,-0.9025,184
s04,CA1_body_L,EmoK,-0.20955,184
s04,CA1_body_L,EmoM,1.2162,184
s04,CA1_body_L,NeuR-SC,-0.94325,184
s04,CA1_body_L,NeuR-SI,-1.3743,184
s04,CA1_body_L,NeuK,-0.76898,184
s04,CA1_body_L,NeuM,-0.95445,184
s05,CA1_body_L,ALL,0.1009,213
s05,CA1_body_L,EmoR-SC,0.05499,213
s05,CA1_body_L,EmoR-SI,0.74115,213
s05,CA1_body_L,EmoK,0.25842,213
s05,CA1_body_L,EmoM,-1.518,213
s05,CA1_body_L,NeuR-SC,1.9702,213
s05,CA1_body_L,NeuR-SI,-0.069357,213
s05,CA1_body_L,NeuK,-0.66297,213
s05,CA1_body_L,NeuM,-1.6203,213
s06,CA1_body_L,ALL,-0.52361,184
s06,CA1_body_L,EmoR-SC,-1.3329,184
s06,CA1_body_L,EmoR-SI,-0.34518,184
s06,CA1_body_L,EmoK,-0.48869,184
s06,CA1_body_L,EmoM,-0.15513,184
s06,CA1_body_L,NeuR-SC,-0.41341,184
s06,CA1_body_L,NeuR-SI,0.57304,184
s06,CA1_body_L,NeuK,-0.63114,184
s06,CA1_body_L,NeuM,-2.2673,184
s07,CA1_body_L,ALL,-0.0016336,188
s07,CA1_body_L,EmoR-SC,-0.12219,188
s07,CA1_body_L,EmoR-SI,-0.24127,188
s07,CA1_body_L,EmoK,-0.78568,188
s07,CA1_body_L,EmoM,0.74337,188
s07,CA1_body_L,NeuR-SC,-0.31076,188
s07,CA1_body_L,NeuR-SI,-0.38045,188
s07,CA1_body_L,NeuK,0.85563,188
s07,CA1_body_L,NeuM,0.51972,188
s08,CA1_body_L,ALL,0.17532,180
s08,CA1_body_L,EmoR-SC,1.8014,180
s08,CA1_body_L,EmoR-SI,-0.57008,180
s08,CA1_body_L,EmoK,-0.58312,180
s08,CA1_body_L,EmoM,-0.20163,180
s08,CA1_body_L,NeuR-SC,0.83614,180
s08,CA1_body_L,NeuR-SI,1.5963,180
s08,CA1_body_L,NeuK,-0.49919,180
s08,CA1_body_L,NeuM,-0.97724,180
s09,CA1_body_L,ALL,0.11244,218
s09,CA1_body_L,EmoR-SC,0.15659,218
s09,CA1_body_L,EmoR-SI,-0.6095,218
s09,CA1_body_L,EmoK,0.11881,218
s09,CA1_body_L,EmoM,-0.77047,218
s09,CA1_body_L,NeuR-SC,0.078977,218
s09,CA1_body_L,NeuR-SI,1.3827,218
s09,CA1_body_L,NeuK,0.16134,218
s09,CA1_body_L,NeuM,0.32531,218
s10,CA1_body_L,ALL,0.012653,237
s10,CA1_body_L,EmoR-SC,-0.043625,237
s10,CA1_body_L,EmoR-SI,0.1709,237
s10,CA1_body_L,EmoK,1.0889,237
s10,CA1_body_L,EmoM,-0.016229,237
s10,CA1_body_L,NeuR-SC,-0.42674,237
s10,CA1_body_L,NeuR-SI,-0.022616,237
s10,CA1_body_L,NeuK,-1.9422,237
s10,CA1_body_L,NeuM,1.3673,237
s11,CA1_body_L,ALL,0.25784,166
s11,CA1_body_L,EmoR-SC,1.7427,166
s11,CA1_body_L,EmoR-SI,-0.21032,166
s11,CA1_body_L,EmoK,-0.59106,166
s11,CA1_body_L,EmoM,0.36639,166
s11,CA1_body_L,NeuR-SC,0.34924,166
s11,CA1_body_L,NeuR-SI,-0.21382,166
s11,CA1_body_L,NeuK,0.26036,166
s11,CA1_body_L,NeuM,0.37945,166
s13,CA1_body_L,ALL,0.26125,190
s13,CA1_body_L,EmoR-SC,0.38329,190
s13,CA1_body_L,EmoR-SI,-0.13821,190
s13,CA1_body_L,EmoK,1.3492,190
s13,CA1_body_L,EmoM,-2.2562,190
s13,CA1_body_L,NeuR-SC,-0.40392,190
s13,CA1_body_L,NeuR-SI,-0.65192,190
s13,CA1_body_L,NeuK,0.84126,190
s13,CA1_body_L,NeuM,0.94409,190
s14,CA1_body_L,ALL,0.38349,215
s14,CA1_body_L,EmoR-SC,-0.098389,215
s14,CA1_body_L,EmoR-SI,0.40578,215
s14,CA1_body_L,EmoK,0.84182,215
s14,CA1_body_L,EmoM,-0.48028,215
s14,CA1_body_L,NeuR-SC,1.4519,215
s14,CA1_body_L,NeuR-SI,0.8076,215
s14,CA1_body_L,NeuK,0.35115,215
s14,CA1_body_L,NeuM,-0.49951,215
s16,CA1_body_L,ALL,0.24976,201
s16,CA1_body_L,EmoR-SC,0.53804,201
s16,CA1_body_L,EmoR-SI,0.36638,201
s16,CA1_body_L,EmoK,0.29962,201
s16,CA1_body_L,EmoM,-0.49584,201
s16,CA1_body_L,NeuR-SC,-0.08482,201
s16,CA1_body_L,NeuR-SI,-0.28036,201
s16,CA1_body_L,NeuK,0.52495,201
s16,CA1_body_L,NeuM,1.5135,201
s17,CA1_body_L,ALL,-1.229,177
s17,CA1_body_L,EmoR-SC,-1.5893,177
s17,CA1_body_L,EmoR-SI,-2.5072,177
s17,CA1_body_L,EmoK,-1.1213,177
s17,CA1_body_L,EmoM,-1.5131,177
s17,CA1_body_L,NeuR-SC,0.4429,177
s17,CA1_body_L,NeuR-SI,-0.62666,177
s17,CA1_body_L,NeuK,-1.0051,177
s17,CA1_body_L,NeuM,-1.7538,177
s18,CA1_body_L,ALL,-0.14988,210
s18,CA1_body_L,EmoR-SC,0.41231,210
s18,CA1_body_L,EmoR-SI,-0.43742,210
s18,CA1_body_L,EmoK,-0.71212,210
s18,CA1_body_L,EmoM,0.5448,210
s18,CA1_body_L,NeuR-SC,0.67281,210
s18,CA1_body_L,NeuR-SI,-1.2844,210
s18,CA1_body_L,NeuK,0.41803,210
s18,CA1_body_L,NeuM,-0.80675,210
s19,CA1_body_L,ALL,0.35898,173
s19,CA1_body_L,EmoR-SC,-0.831,173
s19,CA1_body_L,EmoR-SI,-0.32843,173
s19,CA1_body_L,EmoK,-0.26013,173
s19,CA1_body_L,EmoM,-0.38983,173
s19,CA1_body_L,NeuR-SC,1.4752,173
s19,CA1_body_L,NeuR-SI,0.70433,173
s19,CA1_body_L,NeuK,1.3194,173
s19,CA1_body_L,NeuM,1.0575,173
s20,CA1_body_L,ALL,-1.2944,205
s20,CA1_body_L,EmoR-SC,0.88205,205
s20,CA1_body_L,EmoR-SI,-3.0946,205
s20,CA1_body_L,EmoK,-1.675,205
s20,CA1_body_L,EmoM,-1.7824,205
s20,CA1_body_L,NeuR-SC,-1.5753,205
s20,CA1_body_L,NeuR-SI,-0.93665,205
s20,CA1_body_L,NeuK,-0.80899,205
s20,CA1_body_L,NeuM,-1.2932,205
s21,CA1_body_L,ALL,-0.53987,170
s21,CA1_body_L,EmoR-SC,-0.76938,170
s21,CA1_body_L,EmoR-SI,-0.4013,170
s21,CA1_body_L,EmoK,-1.2015,170
s21,CA1_body_L,EmoK,-1.2015,170
s21,CA1_body_L,NeuR-SC,-0.41628,170
s21,CA1_body_L,NeuR-SI,-0.33881,170
s21,CA1_body_L,NeuK,-0.34304,170
s21,CA1_body_L,NeuM,0.84642,170
s22,CA1_body_L,ALL,0.40375,201
s22,CA1_body_L,EmoR-SC,0.0097978,201
s22,CA1_body_L,EmoR-SI,0.57729,201
s22,CA1_body_L,EmoK,1.3409,201
s22,CA1_body_L,EmoM,-1.071,201
s22,CA1_body_L,NeuR-SC,0.94247,201
s22,CA1_body_L,NeuR-SI,-0.29678,201
s22,CA1_body_L,NeuK,0.29052,201
s22,CA1_body_L,NeuM,1.0473,201
s23,CA1_body_L,ALL,-0.10556,196
s23,CA1_body_L,EmoR-SC,-0.63473,196
s23,CA1_body_L,EmoR-SI,0.18391,196
s23,CA1_body_L,EmoK,-0.029805,196
s23,CA1_body_L,EmoM,0.19592,196
s23,CA1_body_L,NeuR-SC,0.37847,196
s23,CA1_body_L,NeuR-SI,0.54689,196
s23,CA1_body_L,NeuK,0.47986,196
s23,CA1_body_L,NeuM,-2.2766,196
s25,CA1_body_L,ALL,0.81836,232
s25,CA1_body_L,EmoR-SC,0.66449,232
s25,CA1_body_L,EmoR-SI,0.97936,232
s25,CA1_body_L,EmoK,1.6262,232
s25,CA1_body_L,EmoM,-0.14045,232
s25,CA1_body_L,NeuR-SC,0.48738,232
s25,CA1_body_L,NeuR-SI,1.1566,232
s25,CA1_body_L,NeuK,0.52141,232
s25,CA1_body_L,NeuM,0.68084,232
s26,CA1_body_L,ALL,0.012128,213
s26,CA1_body_L,EmoR-SC,0.18429,213
s26,CA1_body_L,EmoR-SI,-0.45295,213
s26,CA1_body_L,EmoK,-0.57786,213
s26,CA1_body_L,EmoM,-0.079523,213
s26,CA1_body_L,NeuR-SC,0.18199,213
s26,CA1_body_L,NeuR-SI,-1.1495,213
s26,CA1_body_L,NeuK,-1.1238,213
s26,CA1_body_L,NeuM,3.7349,213
s27,CA1_body_L,ALL,-0.45413,194
s27,CA1_body_L,EmoR-SC,-0.77383,194
s27,CA1_body_L,EmoR-SI,-1.4066,194
s27,CA1_body_L,EmoK,-0.76939,194
s27,CA1_body_L,EmoM,0.39621,194
s27,CA1_body_L,NeuR-SC,1.1709,194
s27,CA1_body_L,NeuR-SI,-0.15452,194
s27,CA1_body_L,NeuK,-2.1614,194
s27,CA1_body_L,NeuM,-0.10138,194
s28,CA1_body_L,ALL,0.26075,182
s28,CA1_body_L,EmoR-SC,-0.31334,182
s28,CA1_body_L,EmoR-SI,-0.056046,182
s28,CA1_body_L,EmoK,-0.45294,182
s28,CA1_body_L,EmoM,0.69357,182
s28,CA1_body_L,NeuR-SC,1.2827,182
s28,CA1_body_L,NeuR-SI,1.017,182
s28,CA1_body_L,NeuK,0.39067,182
s28,CA1_body_L,NeuM,-0.62303,182
s04,CA23DG_body_L,ALL,-0.35843,109
s04,CA23DG_body_L,EmoR-SC,0.67336,109
s04,CA23DG_body_L,EmoR-SI,0.66438,109
s04,CA23DG_body_L,EmoK,-0.2553,109
s04,CA23DG_body_L,EmoM,0.40005,109
s04,CA23DG_body_L,NeuR-SC,-1.9892,109
s04,CA23DG_body_L,NeuR-SI,-0.12223,109
s04,CA23DG_body_L,NeuK,-1.0285,109
s04,CA23DG_body_L,NeuM,-1.2101,109
s05,CA23DG_body_L,ALL,-0.63353,174
s05,CA23DG_body_L,EmoR-SC,-0.5351,174
s05,CA23DG_body_L,EmoR-SI,0.6354,174
s05,CA23DG_body_L,EmoK,-1.1451,174
s05,CA23DG_body_L,EmoM,-2.8871,174
s05,CA23DG_body_L,NeuR-SC,-1.0788,174
s05,CA23DG_body_L,NeuR-SI,-0.62474,174
s05,CA23DG_body_L,NeuK,-1.2055,174
s05,CA23DG_body_L,NeuM,0.72226,174
s06,CA23DG_body_L,ALL,-0.10629,91
s06,CA23DG_body_L,EmoR-SC,0.64382,91
s06,CA23DG_body_L,EmoR-SI,-0.75769,91
s06,CA23DG_body_L,EmoK,-1.3434,91
s06,CA23DG_body_L,EmoM,0.090571,91
s06,CA23DG_body_L,NeuR-SC,-1.2272,91
s06,CA23DG_body_L,NeuR-SI,1.5694,91
s06,CA23DG_body_L,NeuK,-0.36051,91
s06,CA23DG_body_L,NeuM,1.1755,91
s07,CA23DG_body_L,ALL,0.90912,145
s07,CA23DG_body_L,EmoR-SC,1.4179,145
s07,CA23DG_body_L,EmoR-SI,1.0789,145
s07,CA23DG_body_L,EmoK,0.73623,145
s07,CA23DG_body_L,EmoM,2.0804,145
s07,CA23DG_body_L,NeuR-SC,0.17361,145
s07,CA23DG_body_L,NeuR-SI,-0.86138,145
s07,CA23DG_body_L,NeuK,1.8951,145
s07,CA23DG_body_L,NeuM,1.2161,145
s08,CA23DG_body_L,ALL,1.5031,136
s08,CA23DG_body_L,EmoR-SC,1.9536,136
s08,CA23DG_body_L,EmoR-SI,3.2527,136
s08,CA23DG_body_L,EmoK,0.26954,136
s08,CA23DG_body_L,EmoM,2.2912,136
s08,CA23DG_body_L,NeuR-SC,0.25987,136
s08,CA23DG_body_L,NeuR-SI,1.5446,136
s08,CA23DG_body_L,NeuK,2.4475,136
s08,CA23DG_body_L,NeuM,0.0056283,136
s09,CA23DG_body_L,ALL,0.57009,168
s09,CA23DG_body_L,EmoR-SC,0.76872,168
s09,CA23DG_body_L,EmoR-SI,-0.21453,168
s09,CA23DG_body_L,EmoK,1.1581,168
s09,CA23DG_body_L,EmoM,0.055181,168
s09,CA23DG_body_L,NeuR-SC,-0.58362,168
s09,CA23DG_body_L,NeuR-SI,3.2795,168
s09,CA23DG_body_L,NeuK,0.06509,168
s09,CA23DG_body_L,NeuM,0.26719,168
s10,CA23DG_body_L,ALL,0.084377,136
s10,CA23DG_body_L,EmoR-SC,-0.41384,136
s10,CA23DG_body_L,EmoR-SI,0.49393,136
s10,CA23DG_body_L,EmoK,3.1529,136
s10,CA23DG_body_L,EmoM,-0.81895,136
s10,CA23DG_body_L,NeuR-SC,-0.39379,136
s10,CA23DG_body_L,NeuR-SI,-0.38029,136
s10,CA23DG_body_L,NeuK,1.0704,136
s10,CA23DG_body_L,NeuM,-1.829,136
s11,CA23DG_body_L,ALL,0.63629,126
s11,CA23DG_body_L,EmoR-SC,3.5336,126
s11,CA23DG_body_L,EmoR-SI,0.022377,126
s11,CA23DG_body_L,EmoK,0.27008,126
s11,CA23DG_body_L,EmoM,1.472,126
s11,CA23DG_body_L,NeuR-SC,-0.23347,126
s11,CA23DG_body_L,NeuR-SI,-0.41591,126
s11,CA23DG_body_L,NeuK,0.60777,126
s11,CA23DG_body_L,NeuM,-0.32661,126
s13,CA23DG_body_L,ALL,1.9071,106
s13,CA23DG_body_L,EmoR-SC,2.5001,106
s13,CA23DG_body_L,EmoR-SI,0.40888,106
s13,CA23DG_body_L,EmoK,3.1561,106
s13,CA23DG_body_L,EmoM,8.0391,106
s13,CA23DG_body_L,NeuR-SC,4.0035,106
s13,CA23DG_body_L,NeuR-SI,0.9726,106
s13,CA23DG_body_L,NeuK,1.259,106
